semana_epi;tipo_teste;uf;ultimo_dia_semana;testes_positivos;testes_negativos;testes_inconclusivos;testes_total;testes_com_resultado;testes_taxa_positivo
30;Teste rápido;SP;2020-07-25;556;1639;0;2212;2195;0,2533029612756264
30;Teste rápido;TO;2020-07-25;1537;2876;0;4432;4413;0,3482891457058690
30;Teste rápido;NA;2020-07-25;109;98;0;207;207;0,5265700483091788
30;Outros;AC;2020-07-25;12;37;0;49;49;0,2448979591836735
30;Outros;AL;2020-07-25;426;675;0;1101;1101;0,3869209809264305
30;Outros;AM;2020-07-25;56;38;0;94;94;0,5957446808510638
30;Outros;AP;2020-07-25;3;1;0;4;4;0,7500000000000000
30;Outros;BA;2020-07-25;534;1018;2;1554;1554;0,3436293436293436
30;Outros;CE;2020-07-25;124;130;0;254;254;0,4881889763779528
30;Outros;DF;2020-07-25;87;29;0;116;116;0,7500000000000000
30;Outros;ES;2020-07-25;9;23;0;32;32;0,2812500000000000
30;Outros;GO;2020-07-25;481;212;0;693;693;0,6940836940836941
30;Outros;MA;2020-07-25;176;138;0;314;314;0,5605095541401274
30;Outros;MG;2020-07-25;611;466;0;1080;1077;0,5673166202414113
30;Outros;MS;2020-07-25;338;313;0;654;651;0,5192012288786483
30;Outros;MT;2020-07-25;85;26;1;112;112;0,7589285714285714
30;Outros;PA;2020-07-25;64;100;0;164;164;0,3902439024390244
30;Outros;PB;2020-07-25;184;181;0;366;365;0,5041095890410959
30;Outros;PE;2020-07-25;317;133;0;450;450;0,7044444444444444
30;Outros;PI;2020-07-25;142;43;0;185;185;0,7675675675675676
30;Outros;PR;2020-07-25;17;42;0;59;59;0,2881355932203390
30;Outros;RJ;2020-07-25;432;155;0;588;587;0,7359454855195912
30;Outros;RN;2020-07-25;439;768;0;1207;1207;0,3637116818558409
30;Outros;RO;2020-07-25;33;36;0;70;69;0,4782608695652174
30;Outros;RR;2020-07-25;6;1;0;7;7;0,8571428571428571
30;Outros;RS;2020-07-25;293;1602;0;1895;1895;0,1546174142480211
30;Outros;SC;2020-07-25;300;1103;0;1403;1403;0,2138275124732716
30;Outros;SE;2020-07-25;126;216;0;342;342;0,3684210526315789
30;Outros;SP;2020-07-25;33;37;0;70;70;0,4714285714285714
30;Outros;TO;2020-07-25;50;8;0;58;58;0,8620689655172413
30;Outros;NA;2020-07-25;5;3;0;8;8;0,6250000000000000
31;RT-PCR;AC;2020-08-01;327;229;2;562;558;0,5860215053763441
31;RT-PCR;AL;2020-08-01;278;285;0;585;563;0,4937833037300178
31;RT-PCR;AM;2020-08-01;549;1035;3;1612;1587;0,3459357277882797
31;RT-PCR;AP;2020-08-01;52;131;2;186;185;0,2810810810810811
31;RT-PCR;BA;2020-08-01;7197;11892;9;19144;19098;0,3768457430097392
31;RT-PCR;CE;2020-08-01;1894;3484;1;5389;5379;0,3521100576315300
31;RT-PCR;DF;2020-08-01;3519;916;18;4531;4453;0,7902537615090950
31;RT-PCR;ES;2020-08-01;575;576;0;1159;1151;0,4995655951346655
31;RT-PCR;GO;2020-08-01;10321;7408;49;17875;17778;0,5805489931375858
31;RT-PCR;MA;2020-08-01;258;395;0;654;653;0,3950995405819295
31;RT-PCR;MG;2020-08-01;6358;5954;3;12606;12315;0,5162809581810800
31;RT-PCR;MS;2020-08-01;2306;4700;2;7012;7008;0,3290525114155251
31;RT-PCR;MT;2020-08-01;1019;1716;3;2778;2738;0,3721694667640614
31;RT-PCR;PA;2020-08-01;720;812;4;1569;1536;0,4687500000000000
31;RT-PCR;PB;2020-08-01;607;789;0;1399;1396;0,4348137535816619
31;RT-PCR;PE;2020-08-01;2774;5491;21;8313;8286;0,3347815592565774
31;RT-PCR;PI;2020-08-01;658;608;0;1268;1266;0,5197472353870458
31;RT-PCR;PR;2020-08-01;289;502;0;791;791;0,3653603034134008
31;RT-PCR;RJ;2020-08-01;3224;3364;1;6613;6589;0,4893003490666262
31;RT-PCR;RN;2020-08-01;1072;1917;0;2996;2989;0,3586483773837404
31;RT-PCR;RO;2020-08-01;2283;1439;4;3727;3726;0,6127214170692431
31;RT-PCR;RR;2020-08-01;155;276;0;431;431;0,3596287703016242
31;RT-PCR;RS;2020-08-01;7185;18550;6;26099;25741;0,2791266850549707
31;RT-PCR;SC;2020-08-01;11764;14912;5;26808;26681;0,4409130092575241
31;RT-PCR;SE;2020-08-01;1482;1916;0;3401;3398;0,4361389052383755
31;RT-PCR;SP;2020-08-01;226;316;0;546;542;0,4169741697416974
31;RT-PCR;TO;2020-08-01;2450;1809;0;4262;4259;0,5752524066682320
31;RT-PCR;NA;2020-08-01;16;34;0;51;50;0,3200000000000000
31;Teste rápido;AC;2020-08-01;896;1772;0;2671;2668;0,3358320839580210
31;Teste rápido;AL;2020-08-01;4268;5085;0;9368;9353;0,4563241740617984
31;Teste rápido;AM;2020-08-01;5083;9029;30;14160;14142;0,3594258237873003
31;Teste rápido;AP;2020-08-01;1513;1890;0;3406;3403;0,4446076990890391
31;Teste rápido;BA;2020-08-01;15022;26189;1;41249;41212;0,3645054838396584
31;Teste rápido;CE;2020-08-01;11395;21439;3;32855;32837;0,3470170843865152
31;Teste rápido;DF;2020-08-01;2003;3261;1;5307;5265;0,3804368471035138
31;Teste rápido;ES;2020-08-01;403;1477;0;1893;1880;0,2143617021276596
31;Teste rápido;GO;2020-08-01;6214;11823;7;18080;18044;0,3443804034582132
31;Teste rápido;MA;2020-08-01;7555;8100;2;15709;15657;0,4825317749249537
31;Teste rápido;MG;2020-08-01;14283;56524;0;70965;70807;0,2017173443303628
31;Teste rápido;MS;2020-08-01;2304;11064;0;13392;13368;0,1723518850987433
31;Teste rápido;MT;2020-08-01;3451;2964;1;6522;6416;0,5378740648379052
31;Teste rápido;PA;2020-08-01;6501;10035;4;16656;16540;0,3930471584038694
31;Teste rápido;PB;2020-08-01;6276;14685;3;20981;20964;0,2993703491700057
31;Teste rápido;PE;2020-08-01;6315;12943;0;19275;19258;0,3279156714092845
31;Teste rápido;PI;2020-08-01;7450;10164;2;17618;17616;0,4229109900090827
31;Teste rápido;PR;2020-08-01;307;1554;0;1916;1861;0,1649650725416443
31;Teste rápido;RJ;2020-08-01;7690;19094;0;26877;26784;0,2871117084826762
31;Teste rápido;RN;2020-08-01;2934;5928;1;8871;8863;0,3310391515288277
31;Teste rápido;RO;2020-08-01;1542;3888;0;5435;5430;0,2839779005524862
31;Teste rápido;RR;2020-08-01;2787;2356;0;5145;5143;0,5419016138440599
31;Teste rápido;RS;2020-08-01;7771;39781;1;54655;47553;0,1634176602948289
31;Teste rápido;SC;2020-08-01;16545;22915;13;39607;39473;0,4191472652192638
31;Teste rápido;SE;2020-08-01;2989;3650;0;6641;6639;0,4502184063865040
31;Teste rápido;SP;2020-08-01;4755;15429;0;20251;20184;0,2355826397146255
31;Teste rápido;TO;2020-08-01;1572;2980;0;4562;4552;0,3453427065026362
31;Teste rápido;NA;2020-08-01;240;995;0;1235;1235;0,1943319838056680
31;Outros;AC;2020-08-01;13;13;0;26;26;0,5000000000000000
31;Outros;AL;2020-08-01;511;914;0;1425;1425;0,3585964912280702
31;Outros;AM;2020-08-01;96;84;0;180;180;0,5333333333333333
31;Outros;AP;2020-08-01;4;0;0;4;4;1,0000000000000000
31;Outros;BA;2020-08-01;450;716;0;1166;1166;0,3859348198970841
31;Outros;CE;2020-08-01;504;111;0;615;615;0,8195121951219512
31;Outros;DF;2020-08-01;153;36;1;190;190;0,8052631578947368
31;Outros;ES;2020-08-01;5;10;0;15;15;0,3333333333333333
31;Outros;GO;2020-08-01;500;375;0;876;875;0,5714285714285714
31;Outros;MA;2020-08-01;186;176;0;362;362;0,5138121546961326
31;Outros;MG;2020-08-01;652;567;0;1219;1219;0,5348646431501231
31;Outros;MS;2020-08-01;472;301;0;797;773;0,6106080206985770
31;Outros;MT;2020-08-01;161;31;0;192;192;0,8385416666666666
31;Outros;PA;2020-08-01;73;112;0;185;185;0,3945945945945946
31;Outros;PB;2020-08-01;126;107;0;236;233;0,5407725321888412
31;Outros;PE;2020-08-01;351;339;0;690;690;0,5086956521739130
31;Outros;PI;2020-08-01;295;236;0;531;531;0,5555555555555556
31;Outros;PR;2020-08-01;36;81;0;117;117;0,3076923076923077
31;Outros;RJ;2020-08-01;420;219;0;640;639;0,6572769953051644
31;Outros;RN;2020-08-01;504;958;0;1462;1462;0,3447332421340629
31;Outros;RO;2020-08-01;26;56;0;82;82;0,3170731707317073
31;Outros;RR;2020-08-01;9;2;0;11;11;0,8181818181818182
31;Outros;RS;2020-08-01;376;1522;0;1898;1898;0,1981032665964173
31;Outros;SC;2020-08-01;326;1172;0;1498;1498;0,2176234979973298
31;Outros;SE;2020-08-01;212;270;0;483;482;0,4398340248962656
31;Outros;SP;2020-08-01;29;26;0;55;55;0,5272727272727272
31;Outros;TO;2020-08-01;54;17;0;71;71;0,7605633802816901
31;Outros;NA;2020-08-01;1;1;0;2;2;0,5000000000000000
32;RT-PCR;AC;2020-08-08;266;244;0;512;510;0,5215686274509804
32;RT-PCR;AL;2020-08-08;126;293;0;427;419;0,3007159904534606
32;RT-PCR;AM;2020-08-08;435;1245;1;1702;1681;0,2587745389649018
32;RT-PCR;AP;2020-08-08;45;138;3;193;186;0,2419354838709677
32;RT-PCR;BA;2020-08-08;6370;13277;6;19696;19653;0,3241235434793670
32;RT-PCR;CE;2020-08-08;1775;5397;0;7192;7172;0,2474902398215282
32;RT-PCR;DF;2020-08-08;2940;903;5;3908;3848;0,7640332640332640
32;RT-PCR;ES;2020-08-08;779;789;0;1570;1568;0,4968112244897959
32;RT-PCR;GO;2020-08-08;10329;9344;82;19971;19755;0,5228549734244495
32;RT-PCR;MA;2020-08-08;218;467;0;686;685;0,3182481751824818
32;RT-PCR;MG;2020-08-08;5789;6282;25;12224;12096;0,4785879629629630
32;RT-PCR;MS;2020-08-08;2536;5166;2;7707;7704;0,3291796469366563
32;RT-PCR;MT;2020-08-08;962;1601;2;2587;2565;0,3750487329434698
32;RT-PCR;PA;2020-08-08;654;995;0;1691;1649;0,3966040024257125
32;RT-PCR;PB;2020-08-08;545;861;0;1411;1406;0,3876244665718350
32;RT-PCR;PE;2020-08-08;2336;6029;19;8422;8384;0,2786259541984733
32;RT-PCR;PI;2020-08-08;615;832;0;1448;1447;0,4250172771250864
32;RT-PCR;PR;2020-08-08;222;545;0;771;767;0,2894393741851369
32;RT-PCR;RJ;2020-08-08;2785;3767;1;6569;6553;0,4249961849534564
32;RT-PCR;RN;2020-08-08;953;2411;1;3383;3365;0,2832095096582466
32;RT-PCR;RO;2020-08-08;2485;1518;1;4015;4004;0,6206293706293706
32;RT-PCR;RR;2020-08-08;86;311;0;399;397;0,2166246851385391
32;RT-PCR;RS;2020-08-08;7752;18708;9;26827;26469;0,2928709055876686
32;RT-PCR;SC;2020-08-08;10380;14681;4;25155;25065;0,4141232794733692
32;RT-PCR;SE;2020-08-08;1376;1750;1;3139;3127;0,4400383754397186
32;RT-PCR;SP;2020-08-08;219;246;0;469;465;0,4709677419354839
32;RT-PCR;TO;2020-08-08;2772;2444;1;5226;5217;0,5313398504887866
32;RT-PCR;NA;2020-08-08;8;34;0;42;42;0,1904761904761905
32;Teste rápido;AC;2020-08-08;836;1689;0;2525;2525;0,3310891089108911
32;Teste rápido;AL;2020-08-08;3448;4797;0;8253;8245;0,4181928441479685
32;Teste rápido;AM;2020-08-08;4652;6880;22;11573;11554;0,4026311234204604
32;Teste rápido;AP;2020-08-08;1575;1632;0;3212;3207;0,4911131898971001
32;Teste rápido;BA;2020-08-08;13831;22586;2;36490;36419;0,3797742936379362
32;Teste rápido;CE;2020-08-08;8872;17601;0;26491;26473;0,3351339100215314
32;Teste rápido;DF;2020-08-08;1794;2503;1;4327;4298;0,4174034434620754
32;Teste rápido;ES;2020-08-08;299;1152;0;1451;1451;0,2060647829083391
32;Teste rápido;GO;2020-08-08;6882;8591;6;15550;15479;0,4446023644938303
32;Teste rápido;MA;2020-08-08;7002;7471;1;14537;14474;0,4837639906038414
32;Teste rápido;MG;2020-08-08;11198;38132;5;49421;49335;0,2269788182831661
32;Teste rápido;MS;2020-08-08;2601;10986;0;13596;13587;0,1914329874144403
32;Teste rápido;MT;2020-08-08;3436;2951;1;6429;6388;0,5378835316217908
32;Teste rápido;PA;2020-08-08;6013;9715;3;15804;15731;0,3822388913610069
32;Teste rápido;PB;2020-08-08;4821;11746;0;16581;16567;0,2910001810828756
32;Teste rápido;PE;2020-08-08;4835;11406;1;16254;16242;0,2976850141608176
32;Teste rápido;PI;2020-08-08;8593;9582;5;18193;18180;0,4726622662266227
32;Teste rápido;PR;2020-08-08;364;1666;0;2055;2030;0,1793103448275862
32;Teste rápido;RJ;2020-08-08;7831;19390;8;27299;27229;0,2875977817767821
32;Teste rápido;RN;2020-08-08;2281;5086;0;7373;7367;0,3096239989140763
32;Teste rápido;RO;2020-08-08;1475;3795;0;5278;5270;0,2798861480075902
32;Teste rápido;RR;2020-08-08;2923;2734;0;5658;5657;0,5167049672971540
32;Teste rápido;RS;2020-08-08;7864;38490;6;48892;46360;0,1696289905090595
32;Teste rápido;SC;2020-08-08;17396;23931;8;41391;41335;0,4208539978226684
32;Teste rápido;SE;2020-08-08;2337;2786;0;5126;5123;0,4561780206910014
32;Teste rápido;SP;2020-08-08;1422;8995;0;10435;10417;0,1365076317557838
32;Teste rápido;TO;2020-08-08;1792;3295;0;5095;5087;0,3522704934145862
32;Teste rápido;NA;2020-08-08;300;1292;0;1592;1592;0,1884422110552764
32;Outros;AC;2020-08-08;58;90;0;148;148;0,3918918918918919
32;Outros;AL;2020-08-08;446;626;0;1072;1072;0,4160447761194030
32;Outros;AM;2020-08-08;79;63;0;142;142;0,5563380281690141
32;Outros;AP;2020-08-08;3;3;0;6;6;0,5000000000000000
32;Outros;BA;2020-08-08;407;566;2;975;975;0,4174358974358974
32;Outros;CE;2020-08-08;405;143;0;548;548;0,7390510948905109
32;Outros;DF;2020-08-08;125;35;0;160;160;0,7812500000000000
32;Outros;ES;2020-08-08;3;5;0;8;8;0,3750000000000000
32;Outros;GO;2020-08-08;688;719;0;1407;1407;0,4889836531627577
32;Outros;MA;2020-08-08;171;166;0;337;337;0,5074183976261127
32;Outros;MG;2020-08-08;570;328;0;899;898;0,6347438752783965
32;Outros;MS;2020-08-08;474;267;0;742;741;0,6396761133603239
32;Outros;MT;2020-08-08;66;35;0;101;101;0,6534653465346535
32;Outros;PA;2020-08-08;125;123;0;248;248;0,5040322580645161
32;Outros;PB;2020-08-08;225;527;0;759;752;0,2992021276595745
32;Outros;PE;2020-08-08;188;203;0;391;391;0,4808184143222506
32;Outros;PI;2020-08-08;99;182;0;281;281;0,3523131672597865
32;Outros;PR;2020-08-08;8;88;0;96;96;0,0833333333333333
32;Outros;RJ;2020-08-08;365;531;0;898;896;0,4073660714285715
32;Outros;RN;2020-08-08;571;1075;0;1646;1646;0,3469015795868773
32;Outros;RO;2020-08-08;14;27;0;41;41;0,3414634146341464
32;Outros;RR;2020-08-08;5;0;0;5;5;1,0000000000000000
32;Outros;RS;2020-08-08;245;1288;1;1535;1534;0,1597131681877444
32;Outros;SC;2020-08-08;397;1193;0;1590;1590;0,2496855345911950
32;Outros;SE;2020-08-08;276;330;0;606;606;0,4554455445544555
32;Outros;SP;2020-08-08;40;35;0;75;75;0,5333333333333333
32;Outros;TO;2020-08-08;29;15;0;44;44;0,6590909090909091
32;Outros;NA;2020-08-08;0;2;0;2;2;0,0000000000000000
33;RT-PCR;AC;2020-08-15;214;308;1;525;523;0,4091778202676864
33;RT-PCR;AL;2020-08-15;133;252;0;395;385;0,3454545454545455
33;RT-PCR;AM;2020-08-15;348;1098;0;1449;1446;0,2406639004149378
33;RT-PCR;AP;2020-08-15;46;167;1;215;214;0,2149532710280374
33;RT-PCR;BA;2020-08-15;6678;12621;9;19329;19308;0,3458669981354879
33;RT-PCR;CE;2020-08-15;1682;5338;2;7051;7022;0,2395328966106522
33;RT-PCR;DF;2020-08-15;2851;1137;4;4128;3992;0,7141783567134269
33;RT-PCR;ES;2020-08-15;1194;1410;0;2613;2604;0,4585253456221198
33;RT-PCR;GO;2020-08-15;10911;11640;39;22871;22590;0,4830013280212483
33;RT-PCR;MA;2020-08-15;313;399;0;716;712;0,4396067415730337
33;RT-PCR;MG;2020-08-15;6565;6512;24;13250;13101;0,5011067857415464
33;RT-PCR;MS;2020-08-15;2816;6080;5;8905;8901;0,3163689473092911
33;RT-PCR;MT;2020-08-15;1111;1801;4;2953;2916;0,3810013717421125
33;RT-PCR;PA;2020-08-15;716;1292;1;2044;2009;0,3563962170233947
33;RT-PCR;PB;2020-08-15;519;863;0;1387;1382;0,3755426917510854
33;RT-PCR;PE;2020-08-15;2064;6682;29;8802;8775;0,2352136752136752
33;RT-PCR;PI;2020-08-15;506;688;0;1194;1194;0,4237855946398660
33;RT-PCR;PR;2020-08-15;268;656;0;926;924;0,2900432900432900
33;RT-PCR;RJ;2020-08-15;3091;3897;6;7012;6994;0,4419502430654847
33;RT-PCR;RN;2020-08-15;912;2444;2;3367;3358;0,2715902322811197
33;RT-PCR;RO;2020-08-15;2026;2136;12;4185;4174;0,4853857211308098
33;RT-PCR;RR;2020-08-15;50;202;0;252;252;0,1984126984126984
33;RT-PCR;RS;2020-08-15;8141;21484;14;30161;29639;0,2746718850163636
33;RT-PCR;SC;2020-08-15;9257;15212;1;24486;24470;0,3782999591336330
33;RT-PCR;SE;2020-08-15;1146;2499;0;3655;3645;0,3144032921810699
33;RT-PCR;SP;2020-08-15;220;324;0;545;544;0,4044117647058824
33;RT-PCR;TO;2020-08-15;2753;2737;4;5505;5494;0,5010921004732435
33;RT-PCR;NA;2020-08-15;16;23;0;39;39;0,4102564102564102
33;Teste rápido;AC;2020-08-15;815;1978;0;2793;2793;0,2918009308986753
33;Teste rápido;AL;2020-08-15;2815;5144;1;8111;7960;0,3536432160804020
33;Teste rápido;AM;2020-08-15;4758;7033;22;11832;11813;0,4027766020485906
33;Teste rápido;AP;2020-08-15;1237;1530;1;2775;2768;0,4468930635838150
33;Teste rápido;BA;2020-08-15;14995;27594;6;42628;42595;0,3520366240169034
33;Teste rápido;CE;2020-08-15;7229;15971;1;23232;23201;0,3115813973535623
33;Teste rápido;DF;2020-08-15;1942;2868;11;4836;4821;0,4028209914955403
33;Teste rápido;ES;2020-08-15;262;909;0;1171;1171;0,2237403928266439
33;Teste rápido;GO;2020-08-15;8309;11077;13;19488;19399;0,4283210474766740
33;Teste rápido;MA;2020-08-15;6579;8254;0;14889;14833;0,4435380570349896
33;Teste rápido;MG;2020-08-15;11617;36801;9;48587;48427;0,2398868399859583
33;Teste rápido;MS;2020-08-15;2535;11203;1;13744;13739;0,1845112453599243
33;Teste rápido;MT;2020-08-15;3994;3869;1;7931;7864;0,5078840284842320
33;Teste rápido;PA;2020-08-15;6309;10960;4;17387;17273;0,3652521275979853
33;Teste rápido;PB;2020-08-15;4773;14018;11;18817;18802;0,2538559727688544
33;Teste rápido;PE;2020-08-15;5369;12041;4;17427;17414;0,3083151487309062
33;Teste rápido;PI;2020-08-15;6575;9035;4;15629;15614;0,4210964519021391
33;Teste rápido;PR;2020-08-15;302;1554;0;1870;1856;0,1627155172413793
33;Teste rápido;RJ;2020-08-15;7875;18361;11;26319;26247;0,3000342896331009
33;Teste rápido;RN;2020-08-15;2435;6606;2;9045;9043;0,2692690478823399
33;Teste rápido;RO;2020-08-15;1399;3735;1;5136;5135;0,2724440116845180
33;Teste rápido;RR;2020-08-15;2532;2625;0;5157;5157;0,4909831297265852
33;Teste rápido;RS;2020-08-15;7880;38641;14;48125;46535;0,1693349092081229
33;Teste rápido;SC;2020-08-15;14092;24149;8;38286;38249;0,3684279327564119
33;Teste rápido;SE;2020-08-15;1993;2340;0;4335;4333;0,4599584583429495
33;Teste rápido;SP;2020-08-15;1532;9050;0;10593;10582;0,1447741447741448
33;Teste rápido;TO;2020-08-15;1985;3825;1;5817;5811;0,3415935295129926
33;Teste rápido;NA;2020-08-15;159;563;0;722;722;0,2202216066481995
33;Outros;AC;2020-08-15;15;32;0;47;47;0,3191489361702128
33;Outros;AL;2020-08-15;142;233;0;375;375;0,3786666666666667
33;Outros;AM;2020-08-15;39;65;0;104;104;0,3750000000000000
33;Outros;BA;2020-08-15;392;443;0;835;835;0,4694610778443114
33;Outros;CE;2020-08-15;62;87;0;149;149;0,4161073825503356
33;Outros;DF;2020-08-15;96;39;0;135;135;0,7111111111111111
33;Outros;ES;2020-08-15;14;10;0;24;24;0,5833333333333334
33;Outros;GO;2020-08-15;594;439;0;1033;1033;0,5750242013552759
33;Outros;MA;2020-08-15;90;87;0;177;177;0,5084745762711864
33;Outros;MG;2020-08-15;549;400;3;952;952;0,5766806722689075
33;Outros;MS;2020-08-15;494;358;0;920;852;0,5798122065727700
33;Outros;MT;2020-08-15;84;24;0;108;108;0,7777777777777778
33;Outros;PA;2020-08-15;73;85;0;158;158;0,4620253164556962
33;Outros;PB;2020-08-15;148;370;0;518;518;0,2857142857142857
33;Outros;PE;2020-08-15;224;148;0;372;372;0,6021505376344086
33;Outros;PI;2020-08-15;80;146;0;226;226;0,3539823008849557
33;Outros;PR;2020-08-15;10;27;0;37;37;0,2702702702702703
33;Outros;RJ;2020-08-15;2627;494;0;3122;3121;0,8417173982697853
33;Outros;RN;2020-08-15;245;566;0;811;811;0,3020961775585697
33;Outros;RO;2020-08-15;40;64;0;104;104;0,3846153846153846
33;Outros;RR;2020-08-15;2;0;0;2;2;1,0000000000000000
33;Outros;RS;2020-08-15;288;1310;0;1599;1598;0,1802252816020025
33;Outros;SC;2020-08-15;367;991;0;1358;1358;0,2702503681885125
33;Outros;SE;2020-08-15;133;234;0;367;367;0,3623978201634878
33;Outros;SP;2020-08-15;23;27;0;50;50;0,4600000000000000
33;Outros;TO;2020-08-15;46;16;0;62;62;0,7419354838709677
33;Outros;NA;2020-08-15;0;5;0;5;5;0,0000000000000000
34;RT-PCR;AC;2020-08-22;188;336;0;526;524;0,3587786259541985
34;RT-PCR;AL;2020-08-22;80;237;0;324;317;0,2523659305993691
34;RT-PCR;AM;2020-08-22;306;621;0;933;927;0,3300970873786408
34;RT-PCR;AP;2020-08-22;57;193;1;253;251;0,2270916334661355
34;RT-PCR;BA;2020-08-22;6644;13223;13;19916;19880;0,3342052313883300
34;RT-PCR;CE;2020-08-22;1549;5031;0;6618;6580;0,2354103343465045
34;RT-PCR;DF;2020-08-22;2426;1046;19;3571;3491;0,6949298195359496
34;RT-PCR;ES;2020-08-22;1457;2318;0;3787;3775;0,3859602649006623
34;RT-PCR;GO;2020-08-22;10559;13106;35;24045;23700;0,4455274261603375
34;RT-PCR;MA;2020-08-22;227;341;0;570;568;0,3996478873239437
34;RT-PCR;MG;2020-08-22;6331;6276;45;12962;12652;0,5003951944356624
34;RT-PCR;MS;2020-08-22;2793;4640;6;7439;7439;0,3754536900120984
34;RT-PCR;MT;2020-08-22;1209;1577;3;2838;2789;0,4334887056292578
34;RT-PCR;PA;2020-08-22;692;1259;0;2054;1951;0,3546899026140441
34;RT-PCR;PB;2020-08-22;394;945;0;1363;1339;0,2942494398805078
34;RT-PCR;PE;2020-08-22;1700;6891;16;8680;8607;0,1975136516788660
34;RT-PCR;PI;2020-08-22;566;757;0;1326;1323;0,4278155706727135
34;RT-PCR;PR;2020-08-22;177;562;2;747;741;0,2388663967611336
34;RT-PCR;RJ;2020-08-22;2837;3551;10;6417;6398;0,4434198186933417
34;RT-PCR;RN;2020-08-22;857;2520;0;3390;3377;0,2537755404204916
34;RT-PCR;RO;2020-08-22;1702;2006;9;3719;3717;0,4578961528114071
34;RT-PCR;RR;2020-08-22;30;130;0;161;160;0,1875000000000000
34;RT-PCR;RS;2020-08-22;7753;19927;16;28056;27696;0,2799321201617562
34;RT-PCR;SC;2020-08-22;7455;12968;96;20717;20519;0,3633217993079585
34;RT-PCR;SE;2020-08-22;875;3306;0;4221;4181;0,2092800765367137
34;RT-PCR;SP;2020-08-22;135;275;0;416;410;0,3292682926829268
34;RT-PCR;TO;2020-08-22;2469;2420;0;4900;4889;0,5050112497443240
34;RT-PCR;NA;2020-08-22;9;41;0;50;50;0,1800000000000000
34;Teste rápido;AC;2020-08-22;784;1289;0;2073;2073;0,3781958514230584
34;Teste rápido;AL;2020-08-22;2419;4611;0;7085;7030;0,3440967283072546
34;Teste rápido;AM;2020-08-22;3798;6801;32;10643;10631;0,3572570783557520
34;Teste rápido;AP;2020-08-22;1243;1013;1;2271;2257;0,5507310589277803
34;Teste rápido;BA;2020-08-22;12983;22951;6;35976;35940;0,3612409571508069
34;Teste rápido;CE;2020-08-22;6406;15643;1;22092;22050;0,2905215419501134
34;Teste rápido;DF;2020-08-22;2060;2866;6;4963;4932;0,4176804541768045
34;Teste rápido;ES;2020-08-22;171;458;0;632;629;0,2718600953895072
34;Teste rápido;GO;2020-08-22;7198;8505;19;15787;15722;0,4578297926472459
34;Teste rápido;MA;2020-08-22;6321;7016;1;13385;13338;0,4739091318038686
34;Teste rápido;MG;2020-08-22;10634;30260;21;41195;40915;0,2599046804350483
34;Teste rápido;MS;2020-08-22;2555;10747;1;13305;13303;0,1920619409155830
34;Teste rápido;MT;2020-08-22;3480;2731;3;6267;6214;0,5600257483102672
34;Teste rápido;PA;2020-08-22;5443;9010;3;14529;14456;0,3765218594355285
34;Teste rápido;PB;2020-08-22;3558;11338;14;14928;14910;0,2386317907444668
34;Teste rápido;PE;2020-08-22;4690;11467;7;16179;16164;0,2901509527344717
34;Teste rápido;PI;2020-08-22;5913;8265;9;14203;14187;0,4167900190315077
34;Teste rápido;PR;2020-08-22;228;1057;1;1306;1286;0,1772939346811820
34;Teste rápido;RJ;2020-08-22;7833;13912;10;21846;21755;0,3600551597333946
34;Teste rápido;RN;2020-08-22;1561;5979;0;7553;7540;0,2070291777188329
34;Teste rápido;RO;2020-08-22;1422;3244;0;4674;4666;0,3047578225460780
34;Teste rápido;RR;2020-08-22;1825;2579;0;4404;4404;0,4143960036330608
34;Teste rápido;RS;2020-08-22;7743;34561;9;44152;42313;0,1829934062817574
34;Teste rápido;SC;2020-08-22;11839;20522;19;32423;32380;0,3656269302038295
34;Teste rápido;SE;2020-08-22;1174;1692;0;2872;2866;0,4096301465457083
34;Teste rápido;SP;2020-08-22;1535;12394;0;13948;13929;0,1102017373824395
34;Teste rápido;TO;2020-08-22;2141;3362;5;5514;5508;0,3887073347857661
34;Teste rápido;NA;2020-08-22;49;109;0;159;158;0,3101265822784810
34;Outros;AC;2020-08-22;38;74;0;112;112;0,3392857142857143
34;Outros;AL;2020-08-22;39;68;0;107;107;0,3644859813084112
34;Outros;AM;2020-08-22;30;68;0;98;98;0,3061224489795918
34;Outros;AP;2020-08-22;6;0;0;6;6;1,0000000000000000
34;Outros;BA;2020-08-22;230;401;0;631;631;0,3645007923930270
34;Outros;CE;2020-08-22;43;34;0;77;77;0,5584415584415584
34;Outros;DF;2020-08-22;134;70;0;204;204;0,6568627450980392
34;Outros;ES;2020-08-22;0;2;0;2;2;0,0000000000000000
34;Outros;GO;2020-08-22;453;484;3;940;940;0,4819148936170213
34;Outros;MA;2020-08-22;109;116;0;225;225;0,4844444444444445
34;Outros;MG;2020-08-22;460;350;3;813;813;0,5658056580565806
34;Outros;MS;2020-08-22;558;273;0;831;831;0,6714801444043321
34;Outros;MT;2020-08-22;87;50;0;137;137;0,6350364963503650
34;Outros;PA;2020-08-22;78;65;0;143;143;0,5454545454545454
34;Outros;PB;2020-08-22;129;185;0;315;314;0,4108280254777070
34;Outros;PE;2020-08-22;146;135;0;281;281;0,5195729537366548
34;Outros;PI;2020-08-22;127;135;0;262;262;0,4847328244274809
34;Outros;PR;2020-08-22;4;27;0;31;31;0,1290322580645161
