semana_epi;tipo_teste;uf;ultimo_dia_semana;testes_positivos;testes_negativos;testes_inconclusivos;testes_total;testes_com_resultado;testes_taxa_positivo
22;RT-PCR;AL;2020-05-30;778;78;0;863;856;0,9088785046728972
22;RT-PCR;AM;2020-05-30;766;925;0;1693;1691;0,4529863985807215
22;RT-PCR;AP;2020-05-30;1067;425;5;1502;1497;0,7127588510354042
22;RT-PCR;BA;2020-05-30;5962;4774;3;10744;10739;0,5551727348915169
22;RT-PCR;CE;2020-05-30;1128;829;0;1960;1957;0,5763924374041901
22;RT-PCR;DF;2020-05-30;1173;1048;2;2241;2223;0,5276653171390013
22;RT-PCR;ES;2020-05-30;226;90;0;316;316;0,7151898734177216
22;RT-PCR;GO;2020-05-30;1465;2814;0;4286;4279;0,3423697125496611
22;RT-PCR;MA;2020-05-30;381;308;0;690;689;0,5529753265602322
22;RT-PCR;MG;2020-05-30;1593;2374;0;3971;3967;0,4015628938744643
22;RT-PCR;MS;2020-05-30;539;2161;0;2700;2700;0,1996296296296296
22;RT-PCR;MT;2020-05-30;356;451;0;809;807;0,4411400247831475
22;RT-PCR;PA;2020-05-30;676;703;0;1391;1379;0,4902102973168963
22;RT-PCR;PB;2020-05-30;1076;582;0;1659;1658;0,6489746682750301
22;RT-PCR;PE;2020-05-30;1960;1362;9;3331;3331;0,5884118883218252
22;RT-PCR;PI;2020-05-30;430;291;0;721;721;0,5963938973647711
22;RT-PCR;PR;2020-05-30;43;89;0;132;132;0,3257575757575757
22;RT-PCR;RJ;2020-05-30;5701;1774;2;7486;7477;0,7624715795104988
22;RT-PCR;RN;2020-05-30;1860;1269;0;3134;3129;0,5944391179290508
22;RT-PCR;RO;2020-05-30;1315;900;1;2216;2216;0,5934115523465704
22;RT-PCR;RR;2020-05-30;546;106;0;652;652;0,8374233128834356
22;RT-PCR;RS;2020-05-30;908;2407;0;3877;3315;0,2739064856711916
22;RT-PCR;SC;2020-05-30;1958;6116;0;8123;8074;0,2425068119891008
22;RT-PCR;SE;2020-05-30;1151;317;0;1518;1468;0,7840599455040872
22;RT-PCR;SP;2020-05-30;142;86;0;231;228;0,6228070175438597
22;RT-PCR;TO;2020-05-30;1212;1607;0;2820;2819;0,4299396949272792
22;RT-PCR;NA;2020-05-30;16;2;0;18;18;0,8888888888888888
22;Teste rápido;AC;2020-05-30;997;1724;0;2723;2721;0,3664094083057700
22;Teste rápido;AL;2020-05-30;4058;4096;0;8160;8154;0,4976698552857493
22;Teste rápido;AM;2020-05-30;9625;10571;5;20212;20201;0,4764615613088461
22;Teste rápido;AP;2020-05-30;1934;990;0;2925;2924;0,6614227086183311
22;Teste rápido;BA;2020-05-30;1899;7028;1;8930;8928;0,2127016129032258
22;Teste rápido;CE;2020-05-30;11137;15459;0;26604;26596;0,4187471800270717
22;Teste rápido;DF;2020-05-30;1810;1306;1;3121;3117;0,5806865575874238
22;Teste rápido;ES;2020-05-30;95;131;0;226;226;0,4203539823008849
22;Teste rápido;GO;2020-05-30;840;2135;0;2976;2975;0,2823529411764706
22;Teste rápido;MA;2020-05-30;13308;11078;0;24411;24386;0,5457229557943082
22;Teste rápido;MG;2020-05-30;3370;11295;1;14702;14666;0,2297831719623619
22;Teste rápido;MS;2020-05-30;176;1286;2;1464;1464;0,1202185792349727
22;Teste rápido;MT;2020-05-30;336;802;0;1139;1138;0,2952548330404218
22;Teste rápido;PA;2020-05-30;8818;9478;2;18383;18298;0,4819105913214559
22;Teste rápido;PB;2020-05-30;6588;11273;1;17880;17862;0,3688276788713470
22;Teste rápido;PE;2020-05-30;2873;5338;0;8222;8211;0,3498964803312629
22;Teste rápido;PI;2020-05-30;1714;4043;0;5757;5757;0,2977245092930346
22;Teste rápido;PR;2020-05-30;67;202;0;269;269;0,2490706319702602
22;Teste rápido;RJ;2020-05-30;6576;8976;1;15580;15553;0,4228123191667202
22;Teste rápido;RN;2020-05-30;1618;3950;0;5569;5568;0,2905890804597701
22;Teste rápido;RO;2020-05-30;639;1628;0;2268;2267;0,2818703131892369
22;Teste rápido;RR;2020-05-30;1153;1271;0;2424;2424;0,4756600660066007
22;Teste rápido;RS;2020-05-30;2064;10921;0;13154;12985;0,1589526376588371
22;Teste rápido;SC;2020-05-30;1383;3102;0;4485;4485;0,3083612040133779
22;Teste rápido;SE;2020-05-30;767;1498;1;2266;2266;0,3384819064430715
22;Teste rápido;SP;2020-05-30;149;404;0;553;553;0,2694394213381555
22;Teste rápido;TO;2020-05-30;578;1646;0;2225;2224;0,2598920863309352
22;Teste rápido;NA;2020-05-30;57;113;0;170;170;0,3352941176470588
22;Outros;AL;2020-05-30;30;77;0;107;107;0,2803738317757009
22;Outros;AM;2020-05-30;1;0;0;1;1;1,0000000000000000
22;Outros;AP;2020-05-30;1;0;0;1;1;1,0000000000000000
22;Outros;BA;2020-05-30;16;245;0;261;261;0,0613026819923372
22;Outros;CE;2020-05-30;2;1;0;3;3;0,6666666666666666
22;Outros;DF;2020-05-30;3;2;0;5;5;0,6000000000000000
22;Outros;ES;2020-05-30;0;6;0;6;6;0,0000000000000000
22;Outros;GO;2020-05-30;1;1;0;2;2;0,5000000000000000
22;Outros;MA;2020-05-30;2;4;0;6;6;0,3333333333333333
22;Outros;MG;2020-05-30;12;14;0;26;26;0,4615384615384616
22;Outros;PA;2020-05-30;14;13;0;27;27;0,5185185185185185
22;Outros;PB;2020-05-30;1;0;0;1;1;1,0000000000000000
22;Outros;PE;2020-05-30;18;4;0;22;22;0,8181818181818182
22;Outros;PI;2020-05-30;2;0;0;2;2;1,0000000000000000
22;Outros;RJ;2020-05-30;28;1;0;29;29;0,9655172413793104
22;Outros;RN;2020-05-30;1;1;0;2;2;0,5000000000000000
22;Outros;RR;2020-05-30;1;0;0;1;1;1,0000000000000000
22;Outros;RS;2020-05-30;3;4;0;7;7;0,4285714285714285
22;Outros;SC;2020-05-30;3;1;0;4;4;0,7500000000000000
22;Outros;SP;2020-05-30;1;1;0;2;2;0,5000000000000000
22;Outros;TO;2020-05-30;0;11;0;11;11;0,0000000000000000
23;RT-PCR;AC;2020-06-06;572;357;0;929;929;0,6157158234660925
23;RT-PCR;AL;2020-06-06;653;85;0;747;738;0,8848238482384824
23;RT-PCR;AM;2020-06-06;537;900;0;1437;1437;0,3736951983298539
23;RT-PCR;AP;2020-06-06;816;406;11;1239;1233;0,6618004866180048
23;RT-PCR;BA;2020-06-06;6209;5622;15;11868;11846;0,5241431706905284
23;RT-PCR;CE;2020-06-06;904;895;0;1805;1799;0,5025013896609227
23;RT-PCR;DF;2020-06-06;1412;1203;0;2637;2615;0,5399617590822180
23;RT-PCR;ES;2020-06-06;323;146;0;471;469;0,6886993603411514
23;RT-PCR;GO;2020-06-06;4921;3413;0;8345;8334;0,5904727621790257
23;RT-PCR;MA;2020-06-06;408;386;0;794;794;0,5138539042821159
23;RT-PCR;MG;2020-06-06;2456;2709;1;5187;5166;0,4754161827332559
23;RT-PCR;MS;2020-06-06;557;2348;0;2905;2905;0,1917383820998279
23;RT-PCR;MT;2020-06-06;445;696;0;1142;1141;0,3900087642418931
23;RT-PCR;PA;2020-06-06;595;644;1;1248;1240;0,4798387096774194
23;RT-PCR;PB;2020-06-06;1251;660;0;1913;1911;0,6546310832025117
23;RT-PCR;PE;2020-06-06;1593;1210;34;2845;2837;0,5615086358829749
23;RT-PCR;PI;2020-06-06;658;465;0;1123;1123;0,5859305431878896
23;RT-PCR;PR;2020-06-06;66;120;0;186;186;0,3548387096774194
23;RT-PCR;RJ;2020-06-06;4882;1954;2;6847;6838;0,7139514477917520
23;RT-PCR;RN;2020-06-06;1944;1729;0;3679;3673;0,5292676286414375
23;RT-PCR;RO;2020-06-06;1468;1107;1;2577;2576;0,5698757763975155
23;RT-PCR;RR;2020-06-06;653;157;0;811;810;0,8061728395061728
23;RT-PCR;RS;2020-06-06;1044;2799;0;4268;3843;0,2716627634660422
23;RT-PCR;SC;2020-06-06;2227;6623;1;8948;8851;0,2516099875720257
23;RT-PCR;SE;2020-06-06;1026;357;0;1429;1383;0,7418655097613883
23;RT-PCR;SP;2020-06-06;180;111;0;293;291;0,6185567010309279
23;RT-PCR;TO;2020-06-06;1174;1479;1;2656;2654;0,4423511680482291
23;RT-PCR;NA;2020-06-06;20;13;0;33;33;0,6060606060606061
23;Teste rápido;AC;2020-06-06;1343;2007;0;3352;3350;0,4008955223880597
23;Teste rápido;AL;2020-06-06;5819;5506;1;11356;11326;0,5137736182235564
23;Teste rápido;AM;2020-06-06;7123;8509;16;15655;15648;0,4552019427402863
23;Teste rápido;AP;2020-06-06;3121;1260;1;4384;4382;0,7122318575992698
23;Teste rápido;BA;2020-06-06;3445;16140;1;19590;19586;0,1758909425099561
23;Teste rápido;CE;2020-06-06;12154;18607;0;30768;30761;0,3951106921101394
23;Teste rápido;DF;2020-06-06;2713;855;0;3570;3568;0,7603699551569507
23;Teste rápido;ES;2020-06-06;158;204;0;362;362;0,4364640883977901
23;Teste rápido;GO;2020-06-06;1406;4233;0;5641;5639;0,2493349884731335
23;Teste rápido;MA;2020-06-06;13148;11743;0;24912;24891;0,5282230525089390
23;Teste rápido;MG;2020-06-06;3501;12816;2;16344;16319;0,2145352043630124
23;Teste rápido;MS;2020-06-06;254;2296;2;2552;2552;0,0995297805642633
23;Teste rápido;MT;2020-06-06;609;961;0;1572;1570;0,3878980891719745
23;Teste rápido;PA;2020-06-06;9667;10190;0;19923;19857;0,4868308405096440
23;Teste rápido;PB;2020-06-06;7101;12205;4;19318;19310;0,3677369238736406
23;Teste rápido;PE;2020-06-06;3222;7770;1;10994;10993;0,2930956062949149
23;Teste rápido;PI;2020-06-06;2348;5707;0;8056;8055;0,2914959652389820
23;Teste rápido;PR;2020-06-06;73;263;0;336;336;0,2172619047619048
23;Teste rápido;RJ;2020-06-06;7766;11377;0;19153;19143;0,4056835396750770
23;Teste rápido;RN;2020-06-06;2305;4540;1;6849;6846;0,3366929593923459
23;Teste rápido;RO;2020-06-06;2269;9270;11;11551;11550;0,1964502164502165
23;Teste rápido;RR;2020-06-06;844;624;0;1468;1468;0,5749318801089919
23;Teste rápido;RS;2020-06-06;1889;14692;1;16824;16582;0,1139187070317211
23;Teste rápido;SC;2020-06-06;1818;3353;1;5172;5172;0,3515081206496520
23;Teste rápido;SE;2020-06-06;882;1382;0;2264;2264;0,3895759717314488
23;Teste rápido;SP;2020-06-06;165;435;0;601;600;0,2750000000000000
23;Teste rápido;TO;2020-06-06;584;1604;0;2191;2188;0,2669104204753199
23;Teste rápido;NA;2020-06-06;85;124;0;209;209;0,4066985645933014
23;Outros;AL;2020-06-06;32;26;0;58;58;0,5517241379310345
23;Outros;AM;2020-06-06;5;1;0;6;6;0,8333333333333334
23;Outros;BA;2020-06-06;14;292;0;306;306;0,0457516339869281
23;Outros;CE;2020-06-06;9;0;0;9;9;1,0000000000000000
23;Outros;DF;2020-06-06;9;0;0;9;9;1,0000000000000000
23;Outros;ES;2020-06-06;0;26;0;26;26;0,0000000000000000
23;Outros;GO;2020-06-06;11;0;0;11;11;1,0000000000000000
23;Outros;MA;2020-06-06;8;5;0;13;13;0,6153846153846154
23;Outros;MG;2020-06-06;18;11;0;29;29;0,6206896551724138
23;Outros;MT;2020-06-06;3;0;0;3;3;1,0000000000000000
23;Outros;PA;2020-06-06;7;8;0;15;15;0,4666666666666667
23;Outros;PB;2020-06-06;0;4;0;4;4;0,0000000000000000
23;Outros;PE;2020-06-06;12;11;0;23;23;0,5217391304347826
23;Outros;RJ;2020-06-06;45;7;0;52;52;0,8653846153846154
23;Outros;RN;2020-06-06;43;137;0;180;180;0,2388888888888889
23;Outros;RO;2020-06-06;1;1;0;2;2;0,5000000000000000
23;Outros;RR;2020-06-06;2;0;0;2;2;1,0000000000000000
23;Outros;RS;2020-06-06;3;4;0;7;7;0,4285714285714285
23;Outros;SC;2020-06-06;2;4;0;6;6;0,3333333333333333
23;Outros;SP;2020-06-06;0;20;0;20;20;0,0000000000000000
23;Outros;TO;2020-06-06;0;29;0;29;29;0,0000000000000000
23;Outros;NA;2020-06-06;0;1;0;1;1;0,0000000000000000
24;RT-PCR;AC;2020-06-13;731;504;0;1236;1235;0,5919028340080972
24;RT-PCR;AL;2020-06-13;522;130;1;664;653;0,7993874425727412
24;RT-PCR;AM;2020-06-13;382;899;0;1282;1281;0,2982045277127244
24;RT-PCR;AP;2020-06-13;624;238;12;876;874;0,7139588100686499
24;RT-PCR;BA;2020-06-13;6492;5618;37;12164;12147;0,5344529513460113
24;RT-PCR;CE;2020-06-13;816;704;1;1525;1521;0,5364891518737672
24;RT-PCR;DF;2020-06-13;1536;954;1;2507;2491;0,6166198313930149
24;RT-PCR;ES;2020-06-13;269;157;0;429;426;0,6314553990610329
24;RT-PCR;GO;2020-06-13;3536;2796;2;6343;6334;0,5582570255762551
24;RT-PCR;MA;2020-06-13;283;331;0;614;614;0,4609120521172638
24;RT-PCR;MG;2020-06-13;2896;2188;5;5098;5089;0,5690705443112596
24;RT-PCR;MS;2020-06-13;858;2149;0;3007;3007;0,2853342201529764
24;RT-PCR;MT;2020-06-13;485;593;0;1081;1078;0,4499072356215214
24;RT-PCR;PA;2020-06-13;477;599;1;1082;1077;0,4428969359331476
24;RT-PCR;PB;2020-06-13;959;675;0;1636;1634;0,5869033047735618
24;RT-PCR;PE;2020-06-13;1110;861;9;1985;1980;0,5606060606060606
24;RT-PCR;PI;2020-06-13;727;395;2;1125;1124;0,6467971530249110
24;RT-PCR;PR;2020-06-13;92;127;0;219;219;0,4200913242009132
24;RT-PCR;RJ;2020-06-13;4103;1806;3;5915;5912;0,6940121786197564
24;RT-PCR;RN;2020-06-13;2277;1888;0;4168;4165;0,5466986794717887
24;RT-PCR;RO;2020-06-13;1773;1102;2;2908;2877;0,6162669447340980
24;RT-PCR;RR;2020-06-13;625;229;0;854;854;0,7318501170960188
24;RT-PCR;RS;2020-06-13;1548;2793;0;4883;4341;0,3565998617829993
24;RT-PCR;SC;2020-06-13;2371;4421;0;6847;6792;0,3490871613663133
24;RT-PCR;SE;2020-06-13;1018;394;0;1453;1412;0,7209631728045326
24;RT-PCR;SP;2020-06-13;150;159;0;309;309;0,4854368932038835
24;RT-PCR;TO;2020-06-13;999;1426;13;2441;2438;0,4097621000820345
24;RT-PCR;NA;2020-06-13;19;11;0;30;30;0,6333333333333333
24;Teste rápido;AC;2020-06-13;677;1546;0;2223;2223;0,3045434098065677
24;Teste rápido;AL;2020-06-13;5131;5338;0;10482;10469;0,4901136689273092
24;Teste rápido;AM;2020-06-13;6910;7416;39;14371;14365;0,4810302819352593
24;Teste rápido;AP;2020-06-13;3290;2188;0;5480;5478;0,6005841548010222
24;Teste rápido;BA;2020-06-13;4087;19215;0;23307;23302;0,1753926701570681
24;Teste rápido;CE;2020-06-13;11527;17994;0;29529;29521;0,3904678025812134
24;Teste rápido;DF;2020-06-13;2187;1066;0;3262;3253;0,6723024900092223
24;Teste rápido;ES;2020-06-13;168;731;0;899;899;0,1868743047830923
24;Teste rápido;GO;2020-06-13;1580;3588;0;5170;5168;0,3057275541795665
24;Teste rápido;MA;2020-06-13;10823;9815;0;20655;20638;0,5244209710243241
24;Teste rápido;MG;2020-06-13;3915;18442;1;22409;22358;0,1751051077913946
24;Teste rápido;MS;2020-06-13;497;2730;0;3227;3227;0,1540130151843818
24;Teste rápido;MT;2020-06-13;1013;1769;0;2795;2782;0,3641265276779295
24;Teste rápido;PA;2020-06-13;11001;13325;1;24409;24327;0,4522135898384511
24;Teste rápido;PB;2020-06-13;7406;12474;0;19887;19880;0,3725352112676056
24;Teste rápido;PE;2020-06-13;3398;6541;0;9940;9939;0,3418855015595130
24;Teste rápido;PI;2020-06-13;3124;5210;0;8340;8334;0,3748500119990401
24;Teste rápido;PR;2020-06-13;235;3435;0;3670;3670;0,0640326975476839
24;Teste rápido;RJ;2020-06-13;7576;13241;2;20828;20819;0,3638983620731063
24;Teste rápido;RN;2020-06-13;2366;5459;0;7825;7825;0,3023642172523962
24;Teste rápido;RO;2020-06-13;2545;12202;10;14761;14757;0,1724605272074270
24;Teste rápido;RR;2020-06-13;793;550;0;1343;1343;0,5904690990320178
24;Teste rápido;RS;2020-06-13;2503;13959;0;16821;16462;0,1520471388652655
24;Teste rápido;SC;2020-06-13;2173;4893;4;7071;7070;0,3073550212164073
24;Teste rápido;SE;2020-06-13;1210;1259;0;2469;2469;0,4900769542324828
24;Teste rápido;SP;2020-06-13;365;850;1;1218;1216;0,3001644736842105
24;Teste rápido;TO;2020-06-13;717;1759;0;2477;2476;0,2895799676898223
24;Teste rápido;NA;2020-06-13;112;126;0;238;238;0,4705882352941176
24;Outros;AC;2020-06-13;1;1;0;2;2;0,5000000000000000
24;Outros;AL;2020-06-13;35;42;0;77;77;0,4545454545454545
24;Outros;AM;2020-06-13;2;0;0;2;2;1,0000000000000000
24;Outros;AP;2020-06-13;3;0;0;3;3;1,0000000000000000
24;Outros;BA;2020-06-13;14;297;1;312;312;0,0448717948717949
24;Outros;CE;2020-06-13;4;9;0;13;13;0,3076923076923077
24;Outros;DF;2020-06-13;6;5;0;11;11;0,5454545454545454
24;Outros;ES;2020-06-13;0;37;0;37;37;0,0000000000000000
24;Outros;GO;2020-06-13;23;3;0;26;26;0,8846153846153846
24;Outros;MA;2020-06-13;5;2;0;7;7;0,7142857142857143
24;Outros;MG;2020-06-13;20;18;0;38;38;0,5263157894736842
24;Outros;MS;2020-06-13;2;0;0;2;2;1,0000000000000000
24;Outros;MT;2020-06-13;5;4;0;9;9;0,5555555555555556
24;Outros;PA;2020-06-13;14;29;0;43;43;0,3255813953488372
24;Outros;PB;2020-06-13;3;1;0;4;4;0,7500000000000000
24;Outros;PE;2020-06-13;19;3;0;22;22;0,8636363636363636
24;Outros;PI;2020-06-13;1;0;0;1;1;1,0000000000000000
24;Outros;PR;2020-06-13;4;0;0;4;4;1,0000000000000000
24;Outros;RJ;2020-06-13;46;2;0;48;48;0,9583333333333334
24;Outros;RN;2020-06-13;17;71;0;88;88;0,1931818181818182
24;Outros;RO;2020-06-13;0;1;0;1;1;0,0000000000000000
24;Outros;RR;2020-06-13;5;0;0;5;5;1,0000000000000000
24;Outros;RS;2020-06-13;6;9;0;15;15;0,4000000000000000
24;Outros;SC;2020-06-13;4;8;0;12;12;0,3333333333333333
24;Outros;SE;2020-06-13;2;1;0;3;3;0,6666666666666666
24;Outros;SP;2020-06-13;1;7;0;8;8;0,1250000000000000
24;Outros;TO;2020-06-13;4;40;0;44;44;0,0909090909090909
24;Outros;NA;2020-06-13;0;1;0;2;1;0,0000000000000000
25;RT-PCR;AC;2020-06-20;790;667;1;1459;1458;0,5418381344307270
25;RT-PCR;AL;2020-06-20;510;140;2;663;652;0,7822085889570553
25;RT-PCR;AM;2020-06-20;330;1159;0;1492;1489;0,2216252518468771
25;RT-PCR;AP;2020-06-20;562;209;7;780;778;0,7223650385604113
25;RT-PCR;BA;2020-06-20;7124;6084;19;13232;13227;0,5385952974975429
25;RT-PCR;CE;2020-06-20;1181;1553;0;2738;2734;0,4319678127286028
25;RT-PCR;DF;2020-06-20;2025;1421;1;3471;3447;0,5874673629242820
25;RT-PCR;ES;2020-06-20;261;150;1;413;412;0,6334951456310680
25;RT-PCR;GO;2020-06-20;3587;4060;0;7655;7647;0,4690728390218386
25;RT-PCR;MA;2020-06-20;342;435;0;778;777;0,4401544401544402
25;RT-PCR;MG;2020-06-20;4155;3241;5;7419;7401;0,5614106201864613
25;RT-PCR;MS;2020-06-20;994;2622;0;3616;3616;0,2748893805309734
25;RT-PCR;MT;2020-06-20;1119;1695;0;2829;2814;0,3976545842217484
25;RT-PCR;PA;2020-06-20;602;1275;0;1884;1877;0,3207245604688332
25;RT-PCR;PB;2020-06-20;908;912;0;1826;1820;0,4989010989010989
25;RT-PCR;PE;2020-06-20;1161;1071;5;2262;2237;0,5189986589181940
25;RT-PCR;PI;2020-06-20;1008;668;1;1679;1677;0,6010733452593918
25;RT-PCR;PR;2020-06-20;152;137;0;289;289;0,5259515570934256
25;RT-PCR;RJ;2020-06-20;5686;2217;2;7918;7905;0,7192915876027830
25;RT-PCR;RN;2020-06-20;3232;2883;0;6120;6115;0,5285363859362224
25;RT-PCR;RO;2020-06-20;1874;773;1;2653;2648;0,7077039274924471
25;RT-PCR;RR;2020-06-20;353;329;0;683;682;0,5175953079178885
25;RT-PCR;RS;2020-06-20;2804;5635;1;9159;8440;0,3322274881516588
25;RT-PCR;SC;2020-06-20;4264;5589;0;9869;9853;0,4327615954531615
25;RT-PCR;SE;2020-06-20;1586;345;0;2019;1931;0,8213360952874158
25;RT-PCR;SP;2020-06-20;104;210;0;316;314;0,3312101910828025
25;RT-PCR;TO;2020-06-20;665;871;0;1536;1536;0,4329427083333333
25;RT-PCR;NA;2020-06-20;23;8;0;31;31;0,7419354838709677
25;Teste rápido;AC;2020-06-20;977;1834;0;2811;2811;0,3475631447883316
25;Teste rápido;AL;2020-06-20;6403;7775;1;14206;14179;0,4515833274560970
25;Teste rápido;AM;2020-06-20;7004;9088;29;16174;16121;0,4344643632528999
25;Teste rápido;AP;2020-06-20;2800;2555;0;5360;5355;0,5228758169934641
25;Teste rápido;BA;2020-06-20;6549;26428;0;32983;32977;0,1985929587288110
25;Teste rápido;CE;2020-06-20;13901;24803;3;38719;38707;0,3591340067688015
25;Teste rápido;DF;2020-06-20;4630;2263;0;6905;6893;0,6716959234005513
25;Teste rápido;ES;2020-06-20;251;578;0;829;829;0,3027744270205066
25;Teste rápido;GO;2020-06-20;2768;5049;1;7828;7818;0,3540547454591967
25;Teste rápido;MA;2020-06-20;12054;10938;0;23016;22992;0,5242693110647182
25;Teste rápido;MG;2020-06-20;7782;32898;0;40736;40680;0,1912979351032448
25;Teste rápido;MS;2020-06-20;1011;4101;0;5112;5112;0,1977699530516432
25;Teste rápido;MT;2020-06-20;1865;2498;1;4391;4364;0,4273602199816682
25;Teste rápido;PA;2020-06-20;12519;14982;3;27555;27504;0,4551701570680629
25;Teste rápido;PB;2020-06-20;7772;16308;1;24092;24081;0,3227440720900295
25;Teste rápido;PE;2020-06-20;4862;8569;0;13434;13431;0,3619983619983620
25;Teste rápido;PI;2020-06-20;5154;7145;0;12301;12299;0,4190584600374014
25;Teste rápido;PR;2020-06-20;460;2542;0;3006;3002;0,1532311792138574
25;Teste rápido;RJ;2020-06-20;11945;18777;2;30727;30724;0,3887840124983726
25;Teste rápido;RN;2020-06-20;4025;7127;1;11156;11153;0,3608894467856182
25;Teste rápido;RO;2020-06-20;2474;9583;0;12059;12057;0,2051920046446048
25;Teste rápido;RR;2020-06-20;3093;1983;0;5079;5076;0,6093380614657210
25;Teste rápido;RS;2020-06-20;2816;20777;0;24086;23593;0,1193574365277837
25;Teste rápido;SC;2020-06-20;4738;8651;2;13397;13391;0,3538197296691808
25;Teste rápido;SE;2020-06-20;1736;2083;0;3820;3819;0,4545692589683163
25;Teste rápido;SP;2020-06-20;320;1390;1;1711;1711;0,1870251315020456
25;Teste rápido;TO;2020-06-20;816;2184;0;3004;3000;0,2720000000000000
25;Teste rápido;NA;2020-06-20;97;191;0;288;288;0,3368055555555556
25;Outros;AC;2020-06-20;3;20;0;23;23;0,1304347826086956
25;Outros;AL;2020-06-20;50;46;0;96;96;0,5208333333333334
25;Outros;AM;2020-06-20;3;0;0;3;3;1,0000000000000000
25;Outros;AP;2020-06-20;1;2;0;3;3;0,3333333333333333
25;Outros;BA;2020-06-20;17;660;0;677;677;0,0251107828655835
25;Outros;CE;2020-06-20;5;8;0;13;13;0,3846153846153846
25;Outros;DF;2020-06-20;11;2;0;13;13;0,8461538461538461
25;Outros;ES;2020-06-20;0;54;0;54;54;0,0000000000000000
25;Outros;GO;2020-06-20;47;13;0;60;60;0,7833333333333333
25;Outros;MA;2020-06-20;11;17;0;28;28;0,3928571428571428
25;Outros;MG;2020-06-20;56;67;0;123;123;0,4552845528455284
25;Outros;MS;2020-06-20;1;1;0;2;2;0,5000000000000000
25;Outros;MT;2020-06-20;20;44;0;64;64;0,3125000000000000
25;Outros;PA;2020-06-20;50;26;0;76;76;0,6578947368421053
25;Outros;PB;2020-06-20;6;17;0;24;23;0,2608695652173913
25;Outros;PE;2020-06-20;16;1;0;17;17;0,9411764705882353
25;Outros;PR;2020-06-20;2;2;0;4;4;0,5000000000000000
25;Outros;RJ;2020-06-20;55;10;0;65;65;0,8461538461538461
25;Outros;RN;2020-06-20;156;268;0;424;424;0,3679245283018868
25;Outros;RO;2020-06-20;0;1;0;1;1;0,0000000000000000
25;Outros;RR;2020-06-20;4;0;0;4;4;1,0000000000000000
25;Outros;RS;2020-06-20;7;39;0;46;46;0,1521739130434783
25;Outros;SC;2020-06-20;9;24;0;33;33;0,2727272727272727
25;Outros;SE;2020-06-20;12;0;0;12;12;1,0000000000000000
25;Outros;SP;2020-06-20;0;6;0;6;6;0,0000000000000000
25;Outros;TO;2020-06-20;40;31;0;71;71;0,5633802816901409
25;Outros;NA;2020-06-20;0;1;0;1;1;0,0000000000000000
26;RT-PCR;AC;2020-06-27;704;669;0;1374;1373;0,5127458120903132
26;RT-PCR;AL;2020-06-27;437;167;0;613;604;0,7235099337748344
26;RT-PCR;AM;2020-06-27;383;977;0;1362;1360;0,2816176470588235
26;RT-PCR;AP;2020-06-27;278;284;2;568;564;0,4929078014184397
26;RT-PCR;BA;2020-06-27;8669;6586;11;15271;15266;0,5678632254683611
26;RT-PCR;CE;2020-06-27;1048;1344;0;2395;2392;0,4381270903010033
26;RT-PCR;DF;2020-06-27;2151;1175;0;3355;3326;0,6467227901383042
26;RT-PCR;ES;2020-06-27;272;188;0;460;460;0,5913043478260870
26;RT-PCR;GO;2020-06-27;4641;5001;4;9662;9646;0,4811320754716981
26;RT-PCR;MA;2020-06-27;405;379;0;785;784;0,5165816326530612
26;RT-PCR;MG;2020-06-27;5104;3709;4;8830;8817;0,5788817057956221
26;RT-PCR;MS;2020-06-27;1144;3354;0;4500;4498;0,2543352601156069
26;RT-PCR;MT;2020-06-27;1626;1639;1;3286;3266;0,4978567054500919
26;RT-PCR;PA;2020-06-27;728;1143;2;1878;1873;0,3886812600106780
26;RT-PCR;PB;2020-06-27;717;735;0;1454;1452;0,4938016528925620
26;RT-PCR;PE;2020-06-27;1110;1285;16;2418;2411;0,4603898797179594
26;RT-PCR;PI;2020-06-27;947;417;0;1364;1364;0,6942815249266863
26;RT-PCR;PR;2020-06-27;148;122;0;270;270;0,5481481481481482
26;RT-PCR;RJ;2020-06-27;4173;2242;6;6458;6421;0,6498987696620464
26;RT-PCR;RN;2020-06-27;3312;3486;0;6802;6798;0,4872021182700794
26;RT-PCR;RO;2020-06-27;1733;907;0;2645;2640;0,6564393939393940
26;RT-PCR;RR;2020-06-27;479;232;0;711;711;0,6736990154711674
26;RT-PCR;RS;2020-06-27;3671;8059;0;12294;11730;0,3129582267689685
26;RT-PCR;SC;2020-06-27;6763;6374;2;13357;13139;0,5147271481847934
26;RT-PCR;SE;2020-06-27;1771;320;0;2212;2091;0,8469631755141080
26;RT-PCR;SP;2020-06-27;231;238;1;472;470;0,4914893617021276
26;RT-PCR;TO;2020-06-27;928;1001;0;1934;1929;0,4810782789009850
26;RT-PCR;NA;2020-06-27;23;14;0;37;37;0,6216216216216216
26;Teste rápido;AC;2020-06-27;899;1726;0;2625;2625;0,3424761904761905
26;Teste rápido;AL;2020-06-27;6621;5400;0;12040;12021;0,5507861242825056
26;Teste rápido;AM;2020-06-27;6731;8540;23;15330;15294;0,4401072315940892
26;Teste rápido;AP;2020-06-27;2055;1849;0;3905;3904;0,5263831967213115
26;Teste rápido;BA;2020-06-27;8384;25337;0;33726;33721;0,2486284511135494
